production,nominations,wins,type,year
the-grapes-of-wrath-4557,7,2,Play,1990
the-miser-4614,1,0,Play,1991
those-were-the-days-4621,2,0,Musical,1991
truly-blessed-4561,0,0,Musical,"Apr 22, 1990"
zoyas-apartment-4326,0,0,Play,"May 10, 1990"
a-few-good-men-4255,1,0,Play,1990
artist-descending-a-staircase-4258,2,0,Play,1990
black-and-blue-4528,9,3,Musical,1989
chu-chem-4539,0,0,Musical,"Apr 07, 1989"
city-of-angels-4261,11,6,Musical,1990
eastern-standard-4527,1,0,Play,1989
hizzoner-4532,0,0,Play,"Feb 23, 1989"
jerome-robbins-broadway-4533,9,6,Musical,1989
largely-new-york-4545,5,0,Play,1989
mandy-patinkin-in-concert-dress-casual-4546,1,0,Special,1990
mastergate-4246,1,1,Play,1990
metamorphosis-4536,2,0,Play,1989
orpheus-descending-4245,1,0,Play,1990
prince-of-central-park-4253,0,0,Musical,"Nov 09, 1989"
run-for-your-wife-4537,0,0,Play,"Mar 07, 1989"
shirley-valentine-4530,2,1,Play,1989
starmites-4543,5,0,Musical,1989
the-secret-rapture-4248,2,1,Play,1990
the-tenth-man-4260,0,0,Play,"Dec 10, 1989"
welcome-to-the-club-4540,2,0,Musical,1989
a-walk-in-the-woods-4495,2,0,Play,1988
aint-misbehavin-4058,5,3,Musical,1978
aint-misbehavin-12583,1,0,Musical,1989
canciones-de-mi-padre-4514,0,0,Musical,"Jul 12, 1988"
checkmates-4515,0,0,Play,"Aug 04, 1988"
jackie-masons-the-world-according-to-me-4436,1,1,Special,1987
jackie-masons-the-world-according-to-me-4506,0,0,Special,"May 02, 1988"
juno-and-the-paycock-4511,2,0,Play,1989
legs-diamond-4526,3,0,Musical,1989
rumors-4524,1,1,Play,1989
sarafina-4492,5,0,Musical,1988
serious-money-4493,1,0,Play,1988
spoils-of-war-4522,1,0,Play,1989
sweet-sue-4438,0,0,Play,"Jan 08, 1987"
the-devils-disciple-4523,0,0,Play,"Nov 13, 1988"
the-gospel-at-colonus-4498,1,0,Musical,1988
the-phantom-of-the-opera-4491,10,7,Musical,1988
a-month-of-sundays-4455,0,0,Play,"Apr 16, 1987"
asinamali-4467,1,0,Play,1987
barbara-cook-a-concert-for-the-theatre-4454,2,1,Special,1987
breaking-the-code-4488,3,0,Play,1988
coastal-disturbances-4442,3,0,Play,1987
death-and-the-kings-horseman-4441,0,0,Play,"Mar 01, 1987"
dont-get-god-started-4485,0,0,Musical,"Oct 29, 1987"
late-nite-comic-4482,0,0,Musical,"Oct 15, 1987"
mort-sahl-on-broadway-4478,0,0,Special,"Oct 11, 1987"
roza-4476,0,0,Musical,"Oct 01, 1987"
safe-sex-4450,0,0,Play,"Apr 05, 1987"
sleight-of-hand-4470,0,0,Play,"May 03, 1987"
stardust-4440,1,0,Musical,1987
starlight-express-4444,7,1,Musical,1987
the-comedy-of-errors-4471,0,0,Play,"May 31, 1987"
the-musical-comedy-murders-of-1940-4451,0,0,Play,"Apr 06, 1987"
the-nerd-4445,0,0,Play,"Mar 22, 1987"
the-regard-of-flight-4453,0,0,Special,"Apr 12, 1987"
a-little-like-magic-4429,0,0,Special,"Oct 26, 1986"
arsenic-and-old-lace-4415,0,0,Play,"Jun 26, 1986"
big-deal-4406,5,1,Musical,1986
corpse-4393,0,0,Play,"Jan 05, 1986"
execution-of-justice-4399,4,1,Play,1986
flamenco-puro-4426,0,0,Musical,"Oct 19, 1986"
honky-tonk-nights-4418,0,0,Musical,"Aug 07, 1986"
into-the-light-4428,0,0,Musical,"Oct 22, 1986"
jerome-kern-goes-to-hollywood-4395,1,0,Musical,1986
loot-4405,4,0,Play,1986
me-and-my-girl-4419,11,3,Musical,1987
mummenschanz-the-new-show-4413,0,0,Special,"Jun 17, 1986"
oh-coward-4431,2,0,Musical,1987
precious-sons-4401,1,0,Play,1986
raggedy-ann-4425,0,0,Musical,"Oct 16, 1986"
rags-4420,5,0,Musical,1987
rowan-atkinson-at-the-atkinson-4423,0,0,Special,"Oct 14, 1986"
so-long-on-lonely-street-4404,0,0,Play,"Apr 03, 1986"
social-security-4407,2,2,Play,1986
the-boys-in-autumn-4412,0,0,Play,"Apr 30, 1986"
the-life-and-adventures-of-nicholas-nickleby-4134,7,4,Play,1982
the-life-and-adventures-of-nicholas-nickleby-4421,1,0,Play,1987
the-petition-4408,2,0,Play,1986
wild-honey-4435,1,0,Play,1987
you-never-can-tell-4422,1,0,Play,1987
arent-we-all-4371,2,0,Play,1985
arms-and-the-man-4374,0,0,Play,"May 30, 1985"
as-is-4372,3,0,Play,1985
benefactors-4392,2,0,Play,1986
biloxi-blues-4366,3,3,Play,1985
blood-knot-4387,1,0,Play,1986
dancing-in-the-end-zone-4356,0,0,Play,"Jan 03, 1985"
harrigan-n-hart-4358,1,0,Musical,1985
hay-fever-4388,2,0,Play,1986
home-front-4355,0,0,Play,"Jan 02, 1985"
jerrys-girls-4389,1,0,Musical,1986
leader-of-the-pack-4367,1,0,Musical,1985
pack-of-lies-4359,1,0,Play,1985
requiem-for-a-heavyweight-4364,1,0,Play,1985
singin-in-the-rain-4376,2,0,Musical,1986
strange-interlude-4360,6,0,Play,1985
take-me-along-4368,1,0,Musical,1985
the-boys-of-winter-4385,1,0,Play,1986
the-loves-of-anatol-4363,1,0,Play,1985
the-octette-bridge-club-4362,3,0,Play,1985
wind-in-the-willows-4390,2,0,Musical,1986
a-woman-of-independent-means-4336,0,0,Play,"May 03, 1984"
accidental-death-of-an-anarchist-4352,1,0,Play,1985
alone-together-4349,0,0,Play,"Oct 21, 1984"
beethovens-tenth-4463,0,0,Play,"Apr 22, 1984"
end-of-the-world-4337,3,0,Play,1984
ian-mckellen-acting-shakespeare-4331,1,0,Play,1984
kipling-4345,1,0,Play,1985
much-ado-about-nothing-4347,7,1,Play,1985
oliver-4465,1,0,Musical,1984
open-admissions-4332,1,0,Play,1984
play-memory-4464,2,0,Play,1984
quilters-4344,5,0,Musical,1985
the-human-comedy-4460,1,0,Musical,1984
the-rink-4333,5,1,Musical,1984
whoopi-goldberg-4350,2,1,Play,1985
whoopi-goldberg-389129,1,0,Special,2005
alls-well-that-ends-well-4217,7,0,Play,1983
angels-fall-4203,2,0,Play,1983
dance-a-little-closer-4227,0,0,Musical,"May 11, 1983"
doonesbury-4240,4,0,Musical,1984
edmund-kean-4233,0,0,Play,"Sep 27, 1983"
marcel-marceau-on-broadway-4210,0,0,Special,"Mar 09, 1983"
merlin-4206,5,0,Musical,1983
moose-murders-4207,0,0,Play,"Feb 22, 1983"
my-one-and-only-4221,9,3,Musical,1983
on-your-toes-4208,5,2,Musical,1983
slab-boys-4209,0,0,Play,"Mar 07, 1983"
teaneck-tanzi-the-venus-flytrap-4218,0,0,Play,"Apr 20, 1983"
the-corn-is-green-4232,0,0,Play,"Aug 22, 1983"
the-guys-in-the-truck-4229,0,0,Play,"Jun 19, 1983"
the-man-who-had-three-arms-4216,0,0,Play,"Apr 05, 1983"
the-misanthrope-4204,2,1,Play,1983
the-tap-dance-kid-4329,7,2,Musical,1984
total-abandon-4220,0,0,Play,"Apr 28, 1983"
you-cant-take-it-with-you-4215,1,0,Play,1983
you-cant-take-it-with-you-497263,5,1,Play,2015
zorba-4234,1,1,Musical,1984
84-charing-cross-road-4194,0,0,Play,"Dec 07, 1982"
a-dolls-life-4183,3,0,Musical,1983
a-little-family-business-4198,0,0,Play,"Dec 15, 1982"
agnes-of-god-4166,2,1,Play,1982
almost-an-eagle-4199,0,0,Play,"Dec 16, 1982"
beyond-therapy-4173,1,0,Play,1983
blues-in-the-night-4860,1,0,Musical,1983
cleavage-4177,0,0,Musical,"Jun 23, 1982"
do-black-patent-leather-shoes-really-reflect-up-4174,0,0,Musical,"May 27, 1982"
eminent-domain-4165,0,0,Play,"Mar 28, 1982"
foxfire-4192,3,1,Play,1983
herman-van-veen-all-of-him-4195,0,0,Special,"Dec 08, 1982"
is-there-life-after-high-school-4171,1,1,Musical,1982
little-johnny-jones-4164,0,0,Musical,"Mar 21, 1982"
monday-after-the-miracle-4197,1,1,Play,1983
othello-4160,2,1,Play,1982
play-me-a-country-song-4178,0,0,Musical,"Jun 27, 1982"
pump-boys-and-dinettes-4161,1,0,Musical,1982
seven-brides-for-seven-brothers-4179,1,0,Musical,1983
solomons-child-4167,0,0,Play,"Apr 08, 1982"
steaming-4196,1,1,Play,1983
the-curse-of-an-aching-heart-4157,0,0,Play,"Jan 25, 1982"
the-queen-and-the-rebels-4185,1,0,Play,1983
the-wake-of-jamey-foster-4188,0,0,Play,"Oct 14, 1982"
torch-song-trilogy-4176,2,2,Play,1983
torch-song-trilogy-517943,2,0,Play,2019
whodunnit-4201,1,0,Play,1983
your-arms-too-short-to-box-with-god-3958,1,0,Musical,1981
your-arms-too-short-to-box-with-god-4182,1,0,Musical,1983
a-talent-for-murder-4133,0,0,Play,"Oct 01, 1981"
an-evening-with-dave-allen-4131,0,0,Special,"Sep 20, 1981"
bring-back-birdie-4100,1,0,Musical,1981
broadway-follies-4101,1,0,Musical,1981
crimes-of-the-heart-4138,3,0,Play,1982
duet-for-one-4151,0,0,Play,"Dec 17, 1981"
einstein-and-the-polar-bear-4137,0,0,Play,"Oct 29, 1981"
grown-ups-4149,2,0,Play,1982
i-wont-dance-4119,0,0,Play,"May 10, 1981"
inacent-black-4116,0,0,Play,"May 06, 1981"
it-had-to-be-you-4118,0,0,Play,"May 10, 1981"
kingdoms-4150,0,0,Play,"Dec 13, 1981"
lena-horne-the-lady-and-her-music-4120,1,1,Special,1981
lolita-4102,0,0,Play,"Mar 19, 1981"
mass-appeal-4142,2,0,Play,1982
ned-and-jack-4139,0,0,Play,"Nov 08, 1981"
scenes-and-revelations-4126,0,0,Play,"Jun 25, 1981"
sophisticated-ladies-4098,8,2,Musical,1981
the-dresser-4140,2,0,Play,1982
the-five-oclock-girl-4094,0,0,Musical,"Jan 28, 1981"
the-floating-light-bulb-4112,2,1,Play,1981
the-little-prince-and-the-aviator-4153,0,0,Musical,Never Officially Opened
the-moony-shapiro-songbook-4114,1,0,Musical,1981
the-supporting-cast-4127,0,0,Play,"Aug 06, 1981"
the-west-side-waltz-4147,1,0,Play,1982
to-grandmothers-house-we-go-4090,2,0,Play,1981
wallys-cafe-4123,0,0,Play,"Jun 12, 1981"
woman-of-the-year-4104,6,4,Musical,1981
a-lesson-from-aloes-4078,1,0,Play,1981
billy-bishop-goes-to-war-3957,0,0,Play,"May 29, 1980"
blackstone-3955,1,0,Special,1981
brigadoon-3971,3,0,Musical,1981
charlie-and-algernon-3965,1,0,Musical,1981
division-street-3969,0,0,Play,"Oct 08, 1980"
fifth-of-july-4072,5,1,Play,1981
i-ought-to-be-in-pictures-3696,1,1,Play,1980
its-so-nice-to-be-civilized-3959,0,0,Musical,"Jun 03, 1980"
john-gabriel-borkman-4084,0,0,Play,"Dec 18, 1980"
lunch-hour-4076,1,0,Play,1981
mixed-couples-4085,0,0,Play,"Dec 28, 1980"
one-night-stand-1058,0,0,Musical,Never Officially Opened
onward-victoria-4082,1,0,Musical,1981
passione-3966,0,0,Play,"Sep 23, 1980"
perfectly-frank-4081,1,0,Musical,1981
talleys-folly-3685,5,1,Play,1980
the-american-clock-4079,1,1,Play,1981
the-bacchae-3967,0,0,Play,"Oct 02, 1980"
the-philadelphia-story-4077,1,1,Play,1981
the-suicide-3970,1,0,Play,1981
tintypes-3973,3,0,Musical,1981
tricks-of-the-trade-4073,0,0,Play,"Nov 06, 1980"
romantic-comedy-3817,0,0,Play,"Nov 08, 1979"
sugar-babies-3812,8,0,Musical,1980
theyre-playing-our-song-3919,4,0,Musical,1979
a-dolls-house-4742,4,4,Play,1997
a-dolls-house-535893,6,0,Play,2023
back-to-the-future-the-musical-535440,0,0,Musical,"Aug 03, 2023"
gutenberg-the-musical-537495,0,0,Musical,"Oct 12, 2023"
harmony-537186,0,0,Musical,"Nov 13, 2023"
merrily-we-roll-along-4144,1,0,Musical,1982
merrily-we-roll-along-536675,0,0,Musical,"Oct 10, 2023"
parade-5704,9,2,Musical,1999
parade-536082,6,2,Musical,2023
purlie-victorious-537468,0,0,Play,"Sep 27, 2023"
sweeney-todd-3925,9,8,Musical,1979
sweeney-todd-4549,4,0,Musical,1990
sweeney-todd-400379,6,2,Musical,2006
sweeney-todd-535238,8,2,Musical,2023
the-cottage-536394,0,0,Play,"Jul 24, 2023"
a-christmas-carol-4655,1,1,Play,1992
a-christmas-carol-4700,0,0,Play,"Dec 17, 1992"
a-christmas-carol-4282,0,0,Play,"Dec 22, 1994"
a-christmas-carol-13301,0,0,Play,"Dec 24, 2001"
a-christmas-carol-523701,5,5,Play,2020
a-christmas-carol-535278,3,0,Play,2023
for-colored-girls-who-have-considered-suicide--when-the-rainbow-is-enuf-532941,7,0,Play,2022
macbeth-4092,0,0,Play,"Jan 22, 1981"
macbeth-4159,0,0,Play,"Jan 28, 1982"
macbeth-4503,1,0,Play,1988
macbeth-12570,0,0,Play,"Jun 15, 2000"
macbeth-478134,6,0,Play,2008
macbeth-494068,1,0,Play,2013
macbeth-494910,1,0,Play,2014
macbeth-532512,3,0,Play,2022
mr-saturday-night-532890,5,0,Musical,2022
mrs-doubtfire-524999,1,0,Musical,2022
mrs-doubtfire-534364,0,0,Musical,"Apr 19, 2022"
some-like-it-hot-534531,13,4,Musical,2023
the-little-prince-533150,0,0,Special,"Apr 11, 2022"
company-4305,2,0,Musical,1996
company-423555,3,1,Musical,2007
company-524001,9,5,Musical,2022
dana-h-532022,3,2,Play,2022
six-523485,8,2,Musical,2022
harry-connick-jr--a-celebration-of-cole-porter-524511,0,0,Special,"Dec 12, 2019"
ink-518582,6,2,Play,2019
slavas-snowshow-481495,1,0,Special,2009
slavas-snowshow-523929,0,0,Special,"Nov 13, 2019"
frozen-379664,4,1,Play,2004
frozen-515657,3,0,Musical,2018
head-over-heels-517717,1,1,Musical,2019
john-lithgow-stories-by-heart-515955,0,0,Play,"Jan 11, 2018"
king-kong-516830,4,1,Musical,2019
the-prom-518117,6,0,Musical,2019
torch-song-trilogy-4176,2,2,Play,1983
torch-song-trilogy-517943,2,0,Play,2019
anastasia-508711,2,0,Musical,2017
junk-513493,2,0,Play,2018
m-butterfly-4497,7,3,Play,1988
m-butterfly-515103,0,0,Play,"Oct 26, 2017"
sweat-512126,2,0,Play,2017
the-children-514184,2,0,Play,2018
the-price-4688,1,0,Play,1993
the-price-12481,1,0,Play,2000
the-price-507986,1,0,Play,2017
blackbird-502795,3,0,Play,2016
bright-star-503623,5,0,Musical,2016
cats-4186,10,7,Musical,1983
cats-504579,1,0,Musical,2017
hughie-4796,0,0,Play,"Aug 22, 1996"
hughie-503441,1,0,Play,2016
she-loves-me-4570,9,1,Musical,1994
she-loves-me-501744,8,1,Musical,2016
the-father-4106,0,0,Play,"Apr 02, 1981"
the-father-4320,1,1,Play,1996
the-father-502234,2,1,Play,2016
allegiance-499860,1,0,Musical,2016
china-doll-500236,0,0,Play,"Dec 04, 2015"
gigi-499196,1,0,Musical,2015
hamilton-499521,15,11,Musical,2016
sylvia-501241,0,0,Play,"Oct 27, 2015"
the-visit-4657,2,0,Play,1992
the-visit-499129,5,0,Musical,2015
aladdin-495244,5,1,Musical,2014
cabaret-4484,3,0,Musical,1988
cabaret-4848,10,4,Musical,1998
cabaret-495251,2,0,Musical,2014
love-letters-4249,1,0,Play,1990
love-letters-497779,0,0,Play,"Sep 18, 2014"
rocky-495233,4,1,Musical,2014
the-real-thing-4330,7,5,Play,1984
the-real-thing-12492,5,3,Play,2000
the-real-thing-495658,0,0,Play,"Oct 30, 2014"
the-river-497103,0,0,Play,"Nov 16, 2014"
violet-495831,4,0,Musical,2014
after-midnight-494959,7,1,Musical,2014
ann-493484,1,0,Play,2013
big-fish-493988,3,0,Musical,2014
breakfast-at-tiffanys-493872,0,0,Play,"Mar 20, 2013"
orphans-493860,2,0,Play,2013
picnic-4603,2,0,Play,1994
picnic-493612,0,0,Play,"Jan 13, 2013"
pippin-493954,10,4,Musical,2013
annie-3996,10,7,Musical,1977
annie-4740,1,0,Musical,1997
annie-492932,1,0,Musical,2013
cyrano-de-bergerac-467708,1,0,Play,2008
cyrano-de-bergerac-492996,1,0,Play,2013
fela-484350,11,3,Musical,2010
fela-493032,0,0,Musical,"Jul 12, 2012"
golden-boy-493270,7,0,Play,2013
grace-493112,0,0,Play,"Oct 04, 2012"
harvey-491285,0,0,Play,"Jun 14, 2012"
newsies-the-musical-491210,8,2,Musical,2012
once-491352,11,8,Musical,2012
scandalous-493183,1,0,Musical,2013
the-lyons-491879,1,0,Play,2012
wit-490594,2,0,Play,2012
arcadia-4291,3,0,Play,1995
arcadia-489559,2,0,Play,2011
baby-its-you-489611,1,0,Musical,2011
catch-me-if-you-can-488876,4,1,Musical,2011
follies-12822,5,0,Musical,2001
follies-490537,7,1,Musical,2012
hair-481766,8,1,Musical,2009
hair-490433,0,0,Musical,"Jul 13, 2011"
high-489598,0,0,Play,"Apr 19, 2011"
jerusalem-489533,6,1,Play,2011
wonderland-488710,0,0,Musical,"Apr 17, 2011"
elling-488693,0,0,Play,"Nov 21, 2010"
lombardi-487855,1,0,Play,2011
mrs-warrens-profession-488367,0,0,Play,"Oct 03, 2010"
red-486438,7,6,Play,2010
the-pee-wee-herman-show-488097,0,0,Play,"Nov 11, 2010"
hamlet-4670,0,0,Play,"Apr 02, 1992"
hamlet-4299,2,1,Play,1995
hamlet-484340,2,0,Play,2010
irenas-vow-482325,0,0,Play,"Mar 29, 2009"
irving-berlins-white-christmas-480731,2,0,Musical,2009
irving-berlins-white-christmas-484859,0,0,Musical,"Nov 22, 2009"
mary-stuart-481070,6,1,Play,2009
race-483898,1,0,Play,2010
the-american-plan-478645,0,0,Play,"Jan 22, 2009"
boeing-boeing-477454,6,2,Play,2008
cry-baby-476233,4,0,Musical,2008
gypsy-4256,5,2,Musical,1990
gypsy-13429,4,0,Musical,2003
gypsy-475256,7,3,Musical,2008
november-467154,1,0,Play,2008
south-pacific-463981,11,7,Musical,2008
a-bronx-tale-466700,0,0,Play,"Oct 25, 2007"
dr-seuss-how-the-grinch-stole-christmas-438379,1,0,Musical,2007
dr-seuss-how-the-grinch-stole-christmas-460652,0,0,Musical,"Nov 09, 2007"
grease-4610,3,0,Musical,1994
grease-458339,1,0,Musical,2008
is-he-dead-466223,1,0,Play,2008
pygmalion-4468,2,0,Play,1987
pygmalion-460438,0,0,Play,"Oct 18, 2007"
rock-n-roll-460599,4,0,Play,2008
awake-and-sing-4334,0,0,Play,"Mar 08, 1984"
awake-and-sing-407155,7,2,Play,2006
faith-healer-412515,4,1,Play,2006
martin-short-fame-becomes-me-404465,1,0,Musical,2007
tarzan-405840,1,0,Musical,2006
the-caine-mutiny-court-martial-4224,1,0,Play,1983
the-caine-mutiny-court-martial-395623,1,0,Play,2006
well-406665,2,0,Play,2006
doubt-392488,8,4,Play,2005
little-women-386281,1,0,Musical,2005
love-life-393642,0,0,Special,"May 01, 2005"
passion-4228,1,0,Play,1983
passion-4606,10,4,Musical,1994
sweet-charity-4409,5,4,Musical,1986
sweet-charity-378059,3,0,Musical,2005
barbara-cooks-broadway-13624,1,0,Special,2004
brooklyn-383057,0,0,Musical,"Oct 21, 2004"
dame-edna-back-with-a-vengeance-384260,1,0,Special,2005
democracy-383002,1,0,Play,2005
match-9648,1,0,Play,2004
the-frogs-13591,0,0,Musical,"Jul 22, 2004"
twentieth-century-12294,2,0,Play,2004
whoopi-goldberg-4350,2,1,Play,1985
whoopi-goldberg-389129,1,0,Special,2005
chess-4504,2,0,Musical,1988
enchanted-april-13487,2,0,Play,2003
henry-iv-13517,6,2,Play,2004
life-x-3-13491,1,0,Play,2003
nine-4172,11,5,Musical,1982
nine-13305,7,2,Musical,2003
taboo-13492,4,0,Musical,2004
wicked-13485,10,3,Musical,2004
amour-13406,5,0,Musical,2003
medea-4168,6,1,Play,1982
medea-4600,3,1,Play,1994
medea-13461,2,0,Play,2003
metamorphoses-13324,3,1,Play,2002
topdog--underdog-13325,2,0,Play,2002
topdog--underdog-534859,2,1,Play,2023
if-you-ever-leave-meim-going-with-you-12910,0,0,Play,"Aug 06, 2001"
mandy-patinkin-in-concert-4737,0,0,Special,"Mar 01, 1997"
the-women-12906,3,1,Play,2002
aida-12485,5,4,Musical,2000
jane-eyre-12568,5,0,Musical,2001
porgy-and-bess-4861,2,0,Musical,1983
porgy-and-bess-490541,9,2,Musical,2012
proof-12546,5,3,Play,2001
rose-4103,2,0,Play,1981
rose-12572,1,0,Play,2000
the-ride-down-mt-morgan-12490,2,0,Play,2000
closer-7294,1,0,Play,1999
fosse-5798,7,3,Musical,1999
marlene-7297,2,0,Musical,1999
morning-noon-and-night-12577,1,0,Special,2000
peter-pan-3807,2,0,Musical,1980
peter-pan-12558,2,0,Musical,1991
peter-pan-12564,0,0,Musical,"Nov 26, 1991"
peter-pan-12557,0,0,Musical,"Nov 23, 1998"
swing-10705,5,0,Musical,2000
the-scarlet-pimpernel-12566,3,0,Musical,1998
art-4847,3,1,Play,1998
aznavour-13053,0,0,Special,"Mar 14, 1983"
aznavour-4882,0,0,Special,"Oct 21, 1998"
colin-quinn--an-irish-wake-4735,0,0,Play,"Aug 27, 1998"
electra-5701,3,0,Play,1999
footloose-4877,4,0,Musical,1999
freak-4846,2,0,Play,1998
honour-4868,2,0,Play,1998
im-still-heredamn-it-4881,0,0,Play,"Nov 05, 1998"
little-me-4156,3,0,Musical,1982
little-me-4871,4,1,Musical,1999
on-the-town-5148,1,0,Musical,1999
on-the-town-497107,4,0,Musical,2015
the-chairs-4863,6,0,Play,1998
a-view-from-the-bridge-4205,2,0,Play,1983
a-view-from-the-bridge-5146,4,2,Play,1998
a-view-from-the-bridge-485294,6,1,Play,2010
a-view-from-the-bridge-501195,5,2,Play,2016
barrymore-4739,1,1,Play,1997
candide-4751,4,1,Musical,1997
dream-4743,1,0,Musical,1997
ivanov-4763,1,0,Play,1998
jackie-4760,1,0,Play,1998
proposals-4758,0,0,Play,"Nov 06, 1997"
stanley-5145,3,0,Play,1997
the-life-4748,12,2,Musical,1997
triumph-of-love-4756,1,0,Musical,1998
big-4790,5,0,Musical,1996
chicago-4804,8,6,Musical,1997
rent-4791,10,4,Musical,1996
the-apple-doesnt-fall-4674,0,0,Play,"Apr 14, 1996"
gentlemen-prefer-blondes-4294,0,0,Musical,"Apr 10, 1995"
holiday-4318,1,0,Play,1996
love-valour-compassion-4284,4,2,Play,1995
paul-robeson-4518,0,0,Play,"Sep 28, 1988"
paul-robeson-4319,0,0,Play,"Dec 20, 1995"
the-molire-comedies-12594,3,0,Play,1995
beauty-and-the-beast-4602,9,1,Musical,1994
sally-marrand-her-escorts-4608,1,0,Play,1994
white-liars-black-comedy-4573,1,0,Play,1994
white-liars-black-comedy-4573,1,0,Play,1994
candida-4135,0,0,Play,"Oct 15, 1981"
candida-4709,1,0,Play,1993
cyrano--the-musical-4585,4,0,Musical,1994
anna-karenina-4692,4,0,Musical,1993
metro-4680,1,0,Musical,1992
moscow-circus--cirk-valentin-4649,0,0,Special,"Nov 06, 1991"
buddy-4619,1,0,Musical,1991
stand-up-tragedy-4613,1,0,Play,1991
cafe-crown-4531,2,1,Play,1989
dangerous-games-4247,1,0,Musical,1990
ghetto-4544,1,0,Play,1989
grand-hotel-4254,12,5,Musical,1990
meet-me-in-st-louis-4251,4,0,Musical,1990
shenandoah-4547,0,0,Musical,"Aug 08, 1989"
the-circle-4257,1,0,Play,1990
tru-4550,1,1,Play,1990
carrie-4508,1,1,Musical,1988
mail-4501,1,0,Musical,1988
michael-feinstein-in-concert-4502,0,0,Special,"Apr 19, 1988"
oba-oba-4500,0,0,Musical,"Mar 29, 1988"
romance--romance-4505,5,0,Musical,1988
speed-the-plow-4507,3,1,Play,1988
speed-the-plow-480735,1,0,Play,2009
broadway-4473,0,0,Play,"Jun 25, 1987"
stepping-out-4439,1,0,Play,1987
the-mikado-4449,2,0,Musical,1987
lillian-4394,0,0,Play,"Jan 16, 1986"
smile-4433,1,0,Musical,1987
uptownits-hot-4396,1,0,Musical,1986
doubles-4373,0,0,Play,"May 08, 1985"
grind-4369,7,2,Musical,1985
a-day-in-the-death-of-joe-egg-4365,4,2,Play,1985
a-day-in-the-death-of-joe-egg-13455,4,0,Play,2003
song-and-dance-4377,8,1,Musical,1986
the-marriage-of-figaro-4381,2,0,Play,1986
the-news-4383,1,0,Musical,1986
hurlyburly-4342,4,1,Play,1985
the-babe-4338,0,0,Play,"May 17, 1984"
the-golden-age-4461,2,0,Play,1984
the-three-musketeers-4351,1,0,Musical,1985
the-wiz-4339,0,0,Musical,"May 24, 1984"
amen-corner-4237,1,0,Musical,1984
baby-4242,7,0,Musical,1984
brothers-4236,0,0,Play,"Nov 09, 1983"
mame-4230,0,0,Musical,"Jul 24, 1983"
marilyn-4239,1,0,Musical,1984
peg-4265,0,0,Musical,"Dec 14, 1983"
the-flying-karamazov-brothers-4226,0,0,Special,"May 10, 1983"
alice-in-wonderland-4200,1,0,Play,1983
ghosts-4181,0,0,Play,"Aug 30, 1982"
good-4187,0,0,Play,"Oct 13, 1982"
can-can-4113,3,0,Musical,1981
copperfield-4109,1,0,Musical,1981
fools-4107,1,0,Play,1981
frankenstein-4087,2,1,Play,1981
oh-brother-4141,0,0,Musical,"Nov 10, 1981"
st-marks-gospel-4121,0,0,Play,"May 13, 1981"
the-first-4145,3,0,Musical,1982
the-pirates-of-penzance-4088,7,3,Musical,1981
the-survivor-4099,0,0,Play,"Mar 03, 1981"
a-day-in-hollywood--a-night-in-the-ukraine-3950,9,2,Musical,1980
a-life-4071,4,0,Play,1981
a-life-522289,3,0,Play,2020
barnum-3949,10,3,Musical,1980
home-3953,2,0,Play,1980
nuts-3948,1,0,Play,1980
bent-3823,2,0,Play,1980
